1-nitropropane,101.34,storage_mass_kg,4544.454545454545,13.73167592044257,3.4816890703380645
1-nitropropane,101.34,storage_mass_kg,4545.454545454545,13.73167592044257,3.4816890703380645
1-nitropropane,101.34,storage_mass_kg,4546.454545454545,13.73167592044257,3.4816890703380645
1-nitropropane,101.34,pressure_psig,99,13.73167592044257,3.4816890703380645
1-nitropropane,101.34,pressure_psig,100,13.73167592044257,3.4816890703380645
1-nitropropane,101.34,pressure_psig,101,13.879731724872837,96.77007257140046
1-nitropropane,101.34,release_elevation_m,2,12.873769902129904,1.2255409284924679
1-nitropropane,101.34,release_elevation_m,3,13.73167592044257,3.4816890703380645
1-nitropropane,101.34,release_elevation_m,4,209.60829786667455,96.51439420705401
1-nitropropane,101.34,max_hole_size_in,4,189.33680997479183,82.09628535834376
1-nitropropane,101.34,max_hole_size_in,5,13.73167592044257,3.4816890703380645
1-nitropropane,101.34,max_hole_size_in,6,12.735723585077926,2.4556134647626764
1-nitropropane,101.34,temp_deg_k,373.49,13.879731724872837,3.4816890703380645
1-nitropropane,101.34,temp_deg_k,374.49,13.73167592044257,3.4816890703380645
1-nitropropane,101.34,temp_deg_k,375.49,13.585093295880792,3.4816890703380645
1-nitropropane,131.34,storage_mass_kg,4544.454545454545,8.974182454814724,82.93141691026888
1-nitropropane,131.34,storage_mass_kg,4545.454545454545,8.974182454814724,82.93141691026888
1-nitropropane,131.34,storage_mass_kg,4546.454545454545,8.974182454814724,82.93141691026888
1-nitropropane,131.34,pressure_psig,99,187.670102405666,86.35672301344107
1-nitropropane,131.34,pressure_psig,100,8.974182454814724,82.93141691026888
1-nitropropane,131.34,pressure_psig,101,8.874937681173183,77.25713442308428
1-nitropropane,131.34,release_elevation_m,2,9.59095145243378,59.94671756962223
1-nitropropane,131.34,release_elevation_m,3,8.974182454814724,82.93141691026888
1-nitropropane,131.34,release_elevation_m,4,3.2206958169965523,106.91924196067062
1-nitropropane,131.34,max_hole_size_in,4,11.807103782663036,4.473947391727201
1-nitropropane,131.34,max_hole_size_in,5,8.974182454814724,82.93141691026888
1-nitropropane,131.34,max_hole_size_in,6,7.24824128462666,2.254374202889671
1-nitropropane,131.34,temp_deg_k,403.49,9.074424655013587,77.25713442308428
1-nitropropane,131.34,temp_deg_k,404.49,8.974182454814724,82.93141691026888
1-nitropropane,131.34,temp_deg_k,405.49,4.103874718536726,34.87354084706276
1-nitropropane,161.34,storage_mass_kg,4544.454545454545,246.23755590577497,102.54434758328111
1-nitropropane,161.34,storage_mass_kg,4545.454545454545,246.23755590577497,102.54434758328111
1-nitropropane,161.34,storage_mass_kg,4546.454545454545,246.23755590577497,102.54434758328111
1-nitropropane,161.34,pressure_psig,99,229.44218346064218,17.356798567017925
1-nitropropane,161.34,pressure_psig,100,246.23755590577497,102.54434758328111
1-nitropropane,161.34,pressure_psig,101,246.23755590577497,102.54434758328111
1-nitropropane,161.34,release_elevation_m,2,2.4212295362896734,3.392945680918757
1-nitropropane,161.34,release_elevation_m,3,246.23755590577497,102.54434758328111
1-nitropropane,161.34,release_elevation_m,4,254.07160578622688,112.29556234865991
1-nitropropane,161.34,max_hole_size_in,4,2.126768365186156,22.33606458094271
1-nitropropane,161.34,max_hole_size_in,5,246.23755590577497,102.54434758328111
1-nitropropane,161.34,max_hole_size_in,6,248.63503718969392,6.38905609893065
1-nitropropane,161.34,temp_deg_k,433.49,243.67799945855464,17.72763049667292
1-nitropropane,161.34,temp_deg_k,434.49,246.23755590577497,102.54434758328111
1-nitropropane,161.34,temp_deg_k,435.49,231.7581659076621,106.77007257140055
3-heptanone,117.06,storage_mass_kg,4544.454545454545,145.9364234956948,5.11044743223061
3-heptanone,117.06,storage_mass_kg,4545.454545454545,145.9364234956948,5.11044743223061
3-heptanone,117.06,storage_mass_kg,4546.454545454545,145.9364234956948,5.11044743223061
3-heptanone,117.06,pressure_psig,99,14.029275514875401,5.11044743223061
3-heptanone,117.06,pressure_psig,100,145.9364234956948,5.11044743223061
3-heptanone,117.06,pressure_psig,101,13.73167592044257,5.11044743223061
3-heptanone,117.06,release_elevation_m,2,16.63701819983732,3.392945680918757
3-heptanone,117.06,release_elevation_m,3,145.9364234956948,5.11044743223061
3-heptanone,117.06,release_elevation_m,4,6.242742985161012,7.9352131146987475
3-heptanone,117.06,max_hole_size_in,4,145.9364234956948,6.463317347319196
3-heptanone,117.06,max_hole_size_in,5,145.9364234956948,5.11044743223061
3-heptanone,117.06,max_hole_size_in,6,11.06127612044472,97.49443016194631
3-heptanone,117.06,temp_deg_k,389.21,166.3353696211041,5.11044743223061
3-heptanone,117.06,temp_deg_k,390.21,145.9364234956948,5.11044743223061
3-heptanone,117.06,temp_deg_k,391.21,158.01711804488733,84.58347983006632
3-heptanone,147.06,storage_mass_kg,4544.454545454545,7.331137487687693,95.54410977284468
3-heptanone,147.06,storage_mass_kg,4545.454545454545,7.331137487687693,95.54410977284468
3-heptanone,147.06,storage_mass_kg,4546.454545454545,7.331137487687693,95.54410977284468
3-heptanone,147.06,pressure_psig,99,7.414866811440129,4.9298564185911475
3-heptanone,147.06,pressure_psig,100,7.331137487687693,95.54410977284468
3-heptanone,147.06,pressure_psig,101,7.16616991256765,4.9894524663831135
3-heptanone,147.06,release_elevation_m,2,10.473040742794833,89.92181851052962
3-heptanone,147.06,release_elevation_m,3,7.331137487687693,95.54410977284468
3-heptanone,147.06,release_elevation_m,4,1.4843225333848165,63.07152259993664
3-heptanone,147.06,max_hole_size_in,4,134.63941440846523,6.242742985161012
3-heptanone,147.06,max_hole_size_in,5,7.331137487687693,95.54410977284468
3-heptanone,147.06,max_hole_size_in,6,4.9894524663831135,78.04363169956446
3-heptanone,147.06,temp_deg_k,419.21,7.499437628886124,95.54410977284468
3-heptanone,147.06,temp_deg_k,420.21,7.331137487687693,95.54410977284468
3-heptanone,147.06,temp_deg_k,421.21,6.0286875805892945,5.8209584692907494
3-heptanone,177.06,storage_mass_kg,4544.454545454545,189.33680997479183,92.69080011947398
3-heptanone,177.06,storage_mass_kg,4545.454545454545,189.33680997479183,92.69080011947398
3-heptanone,177.06,storage_mass_kg,4546.454545454545,189.33680997479183,92.69080011947398
3-heptanone,177.06,pressure_psig,99,174.91483748406546,15.94546082454102
3-heptanone,177.06,pressure_psig,100,189.33680997479183,92.69080011947398
3-heptanone,177.06,pressure_psig,101,189.33680997479183,87.23467267565151
3-heptanone,177.06,release_elevation_m,2,1.8576511180631639,89.92181851052962
3-heptanone,177.06,release_elevation_m,3,189.33680997479183,92.69080011947398
3-heptanone,177.06,release_elevation_m,4,191.4814912972456,92.69080011947398
3-heptanone,177.06,max_hole_size_in,4,174.91483748406546,11.304930060510415
3-heptanone,177.06,max_hole_size_in,5,189.33680997479183,92.69080011947398
3-heptanone,177.06,max_hole_size_in,6,222.63158768054606,102.54434758328111
3-heptanone,177.06,temp_deg_k,449.21,199.33680997479183,16.115765537145876
3-heptanone,177.06,temp_deg_k,450.21,189.33680997479183,92.69080011947398
3-heptanone,177.06,temp_deg_k,451.21,176.68281099336454,93.63240831492406
acetaldehyde,-9.0,storage_mass_kg,4544.454545454545,33.46691919085739,1.7456010150169163
acetaldehyde,-9.0,storage_mass_kg,4545.454545454545,33.46691919085739,1.7456010150169163
acetaldehyde,-9.0,storage_mass_kg,4546.454545454545,33.46691919085739,1.7456010150169163
acetaldehyde,-9.0,pressure_psig,99,367.706155409357,1.7731947639642978
acetaldehyde,-9.0,pressure_psig,100,33.46691919085739,1.7456010150169163
acetaldehyde,-9.0,pressure_psig,101,243.6919322642206,1.7731947639642978
